lon,lat,has_run_out,division,booth_info,premises,opening_hours,polling_place_type,has_bbq,has_other,source,state,polling_place_name,has_nothing,has_caek,address,extra_info,stall_name,stall_description,stall_website,first_report,latest_report
115.7709761,-32.5529585,,Canning,Assisted access,West Murray Community Hall,8 - 6pm,,0,,,WA,West Murray Community Hall,0,0,"West Murray Community Hall, Cnr Pinjarra and Goodooga Rds, FURNISSDALE, Western Australia",,,,
115.948538,-32.153622,,Canning,No,Forrestdale Primary School,8 - 6pm,,0,,,WA,Forrestdale Primary School,0,0,"Forrestdale Primary School, 35 Broome St, FORRESTDALE, Western Australia",,,,
115.7265407,-32.529409,0,Canning,Assisted access,Mandurah Primary School,8 - 6pm,,0,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",,WA,Mandurah Primary School,1,0,"Mandurah Primary School, Hackett St, MANDURAH, Western Australia",,,,
115.7366373,-32.5179334,0,Canning,Assisted access,John Tonkin College - Tindale Campus,8 - 6pm,,0,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",,WA,John Tonkin College - Tindale Campus,1,0,"John Tonkin College - Tindale Campus, Gibla Street, MANDURAH, Western Australia",,,,
115.893277,-32.6054264,0,Canning,No,Carcoola Primary School,8 - 6pm,,0,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",,WA,Carcoola Primary School,1,0,"Carcoola Primary School, Wisteria Cres, PINJARRA, Western Australia",,,,
115.9131548,-32.1894767,,Canning,Assisted access,Oakford Community Hall,8 - 6pm,,0,,,WA,Oakford Community Hall,0,0,"Oakford Community Hall, Foxton Dr, OAKFORD, Western Australia",,,,
115.788382,-32.57992,,Canning,No,North Yunderup CWA Centre,8 - 6pm,,0,,,WA,North Yunderup CWA Centre,0,0,"North Yunderup CWA Centre, 45 Culeenup Rd, NORTH YUNDERUP, Western Australia",,,,
115.9716086,-32.5186938,0,Canning,Assisted access,North Dandalup Community Hall,8 - 6pm,,0,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",11:28 inspection,WA,North Dandalup Community Hall,1,0,"North Dandalup Community Hall, South West Hwy, NORTH DANDALUP, Western Australia",,,,
115.9818292,-32.2887652,,Canning,Assisted access,Mundijong Primary School,8 - 6pm,,0,,,WA,Mundijong Primary School,0,0,"Mundijong Primary School, Livesey St, MUNDIJONG, Western Australia",,,,
115.7395259,-32.5317053,0,Canning,No,Peel Thunder Football Club,8 - 6pm,,1,"{""coffee"":true,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",,WA,Peel Thunder Football Club,0,0,"Peel Thunder Football Club, Bendigo Bank Stadium Dower St, MANDURAH, Western Australia",,,,
