lon,lat,division,booth_info,premises,opening_hours,has_bbq,address,source,state,polling_place_name,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
146.887,-41.5267,,Standard,Hagley Uniting Church Hall,,0,Meander Valley Rd TAS 7292,,TAS,Hagley Uniting Church Hall,0,0,,,,,,,
147.259102,-42.80013,,Disabled,Windermere Primary School,,0,2 Cadbury Rd TAS 7011,,TAS,Windermere Primary School,0,0,,,,,,,
147.2405494,-42.7861799,,Disabled,Austins Ferry Primary School,,0,13 Brodie St TAS 7011,,TAS,Austins Ferry Primary School,1,0,,,,,,,
147.495,-41.927,,Assisted Disabled,Campbell Town Town Hall,,0,75 High St(Midland Highway) TAS 7210,,TAS,Campbell Town Town Hall,0,0,,,,,,,
147.422,-42.6672,,Assisted Disabled,Campania Hall,,0,Reeve St TAS 7026,,TAS,Campania Hall,0,0,,,,,,,
147.3527368,-42.9433021,,Assisted Disabled,Taroona Primary School,,0,104 Channel Hwy TAS 7053,,TAS,Taroona Primary School,0,0,,,,,,,
145.631,-41.0685,,Standard,Calder Hall,,0,1320 Calder Rd TAS 7325,,TAS,Calder Hall,0,0,,,,,,,
147.2482384,-42.7931591,,Assisted Disabled,Claremont Girl Guide Hall,,0,Box Hill Rd TAS 7011,,TAS,Claremont Girl Guide Hall,0,0,,,,,,,
147.421,-43.0264,,Assisted Disabled,South Arm Primary School,,0,Harmony Lane TAS 7022,,TAS,South Arm Primary School,0,0,,,,,,,
147.2416549,-42.8111937,,Assisted Disabled,Chigwell Barn,,0,10 Bucaan St TAS 7011,,TAS,Chigwell Barn,0,0,,,,,,,
147.011,-41.5311,,Assisted Disabled,Carrick Public Hall,,0,29 Meander Valley Rd TAS 7291,,TAS,Carrick Public Hall,0,0,,,,,,,
147.561,-42.7859,,Assisted Disabled,Sorell School Performing Arts Centre,,0,41 Gordon St TAS 7172,,TAS,Sorell School Performing Arts Centre,0,0,,,,,,,
