lon,lat,division,booth_info,premises,opening_hours,has_bbq,address,source,state,polling_place_name,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,has_run_out,has_other,first_report,latest_report
145.20553,-37.96503,Dandenong District,,Dandenong North,,0, 42004 Oakwood Avenue Dandenong North 90 B1,,VIC,Lyndale Greens Primary School,0,0,,,,,,
145.272819,-37.766502,Croydon District,,Yarra Road,,0, Yarra Road Croydon North 36 H7,,VIC,Yarra Road Primary School,0,0,,,,,,
145.29137,-37.786005,Croydon District,,Lincoln,,1, 2 Dixon Avenue Croydon 51 B1,,VIC,Monkami Centre Inc,0,0,Fresh flowers and Christmas trees for sale.,,,,,
145.20675,-37.95778,Dandenong District,,Lyndale,,0, 170 Gladstone Road Dandenong North 81 B11,,VIC,Lyndale Secondary College,0,0,,,,,,
145.326608,-37.796316,Croydon District,,Mooroolbark South,,1, Pembroke Road Mooroolbark 51 K3,,VIC,Pembroke Primary School,0,0,,,,,,
145.20042,-37.98074,Dandenong District,,Dandenong West,,0, 32 Birdwood Avenue (access from Benga Avenue) Dandenong 90 A6,,VIC,Dandenong West Primary School,0,0,,,,,,
145.19153,-37.97029,Dandenong District,,Yarraman Oaks,,0, 27 Liege Avenue Noble Park 89 J3,,VIC,Yarraman Oaks Primary School,0,0,,,,,,
145.211941,-37.997968,Dandenong District,,Dandenong South,,0, William Avenue Dandenong 90 D10,,VIC,Dandenong South Primary School,0,0,,,,,,
145.21682,-37.9603,Dandenong District,,Wooranna Park,,0, 89-105 Carlton Road Dandenong North 81 E12,,VIC,Wooranna Park Primary School,0,0,,,,,,
145.712382,-37.321078,Eildon District,,Taggerty,,0, 5 Taggerty-Thornton Road Taggerty 62 D7,,VIC,Taggerty  Hall,0,0,,,,,,
145.749163,-37.511962,Eildon District,,Marysville,,0, 15 Falls Road Marysville 680 H10,,VIC,Marysville Primary School,0,0,,,,,,
145.616433,-37.101526,Eildon District,,Yarck,,0, Maroondah Highway Yarck 62 B3,,VIC,Yarck CFA Fire Station,0,0,,,,,,
145.426113,-37.21141,Eildon District,,Yea,,0, High Street Yea 681 R9,,VIC,Yea Shire Hall,0,0,,,,,,
145.215125,-37.691649,Eildon District,,Kangaroo Ground,,1, 10 Graham Road Kangaroo Ground 271 E11,,VIC,Kangaroo Ground Primary School,0,1,,,,,,
145.517397,-37.653437,Eildon District,,Healesville Central,,0, 235-237 Maroondah Highway Healesville 721 R12,,VIC,Healesville Memorial Hall,0,0,,,,,,
145.2025,-37.579,Eildon District,,Arthurs Creek,,0, 900 Arthurs Creek Road Arthurs Creek 79 E3,,VIC,Arthurs Creek Primary School,0,0,,,,,,
146.0864,-37.05517,Eildon District,,Mansfield,,0, 35 Highett Street Mansfield 330 D4,,VIC,Mansfield Sporting Complex,0,0,,,,,,
145.29136,-37.31692,Eildon District,,Flowerdale,,0, 3377 Whittlesea-Yea Road Flowerdale 418 H5,,VIC,Flowerdale Primary School,0,0,,,,,,
145.41352,-37.59234,Eildon District,,Dixons Creek,,0, 1815 Melba Highway Dixons Creek 79 H3,,VIC,Dixons Creek Primary School,0,0,,,,,,
145.033207,-37.838789,Malvern District,,Kooyong,,0, 454 Glenferrie Road Kooyong 59D3,,VIC,Vision Australia Kooyong,0,0,,,,,,
145.109398,-37.760525,Bulleen District,,Templestowe Valley,,1, 15 Birchwood Avenue Templestowe Lower 33 A5,,VIC,Templestowe Valley Primary School,0,0,,,,,,
145.090204,-37.767308,Bulleen District,,Manningham,,0, Egan Drive Bulleen 32 F7,,VIC,St Clement of Rome Primary School,0,0,,,,,,
